#,Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
550,BasculinBlue-Striped Form,Water,460,70,92,65,80,55,98
551,Sandile,Ground,292,50,72,35,35,35,65
551,Sandile,Dark,292,50,72,35,35,35,65
552,Krokorok,Ground,351,60,82,45,45,45,74
552,Krokorok,Dark,351,60,82,45,45,45,74
553,Krookodile,Ground,519,95,117,80,65,70,92
553,Krookodile,Dark,519,95,117,80,65,70,92
554,Darumaka,Fire,315,70,90,45,15,45,50
555,DarmanitanStandard Mode,Fire,480,105,140,55,30,55,95
555,DarmanitanZen Mode,Fire,540,105,30,105,140,105,55
555,DarmanitanZen Mode,Psychic,540,105,30,105,140,105,55
556,Maractus,Grass,461,75,86,67,106,67,60
557,Dwebble,Bug,325,50,65,85,35,35,55
557,Dwebble,Rock,325,50,65,85,35,35,55
558,Crustle,Bug,485,70,105,125,65,75,45
558,Crustle,Rock,485,70,105,125,65,75,45
559,Scraggy,Dark,348,50,75,70,35,70,48
559,Scraggy,Fighting,348,50,75,70,35,70,48
560,Scrafty,Dark,488,65,90,115,45,115,58
560,Scrafty,Fighting,488,65,90,115,45,115,58
561,Sigilyph,Psychic,490,72,58,80,103,80,97
561,Sigilyph,Flying,490,72,58,80,103,80,97
562,Yamask,Ghost,303,38,30,85,55,65,30
563,Cofagrigus,Ghost,483,58,50,145,95,105,30
564,Tirtouga,Water,355,54,78,103,53,45,22
564,Tirtouga,Rock,355,54,78,103,53,45,22
565,Carracosta,Water,495,74,108,133,83,65,32
565,Carracosta,Rock,495,74,108,133,83,65,32
566,Archen,Rock,401,55,112,45,74,45,70
566,Archen,Flying,401,55,112,45,74,45,70
567,Archeops,Rock,567,75,140,65,112,65,110
567,Archeops,Flying,567,75,140,65,112,65,110
568,Trubbish,Poison,329,50,50,62,40,62,65
569,Garbodor,Poison,474,80,95,82,60,82,75
570,Zorua,Dark,330,40,65,40,80,40,65
571,Zoroark,Dark,510,60,105,60,120,60,105
572,Minccino,Normal,300,55,50,40,40,40,75
573,Cinccino,Normal,470,75,95,60,65,60,115
574,Gothita,Psychic,290,45,30,50,55,65,45
575,Gothorita,Psychic,390,60,45,70,75,85,55
576,Gothitelle,Psychic,490,70,55,95,95,110,65
577,Solosis,Psychic,290,45,30,40,105,50,20
578,Duosion,Psychic,370,65,40,50,125,60,30
579,Reuniclus,Psychic,490,110,65,75,125,85,30
580,Ducklett,Water,305,62,44,50,44,50,55
580,Ducklett,Flying,305,62,44,50,44,50,55
581,Swanna,Water,473,75,87,63,87,63,98
581,Swanna,Flying,473,75,87,63,87,63,98
582,Vanillite,Ice,305,36,50,50,65,60,44
583,Vanillish,Ice,395,51,65,65,80,75,59
584,Vanilluxe,Ice,535,71,95,85,110,95,79
585,Deerling,Normal,335,60,60,50,40,50,75
585,Deerling,Grass,335,60,60,50,40,50,75
586,Sawsbuck,Normal,475,80,100,70,60,70,95
586,Sawsbuck,Grass,475,80,100,70,60,70,95
587,Emolga,Electric,428,55,75,60,75,60,103
587,Emolga,Flying,428,55,75,60,75,60,103
588,Karrablast,Bug,315,50,75,45,40,45,60
589,Escavalier,Bug,495,70,135,105,60,105,20
589,Escavalier,Steel,495,70,135,105,60,105,20
590,Foongus,Grass,294,69,55,45,55,55,15
590,Foongus,Poison,294,69,55,45,55,55,15
591,Amoonguss,Grass,464,114,85,70,85,80,30
591,Amoonguss,Poison,464,114,85,70,85,80,30
592,Frillish,Water,335,55,40,50,65,85,40
592,Frillish,Ghost,335,55,40,50,65,85,40
593,Jellicent,Water,480,100,60,70,85,105,60
593,Jellicent,Ghost,480,100,60,70,85,105,60
594,Alomomola,Water,470,165,75,80,40,45,65
595,Joltik,Bug,319,50,47,50,57,50,65
595,Joltik,Electric,319,50,47,50,57,50,65
596,Galvantula,Bug,472,70,77,60,97,60,108
596,Galvantula,Electric,472,70,77,60,97,60,108
597,Ferroseed,Grass,305,44,50,91,24,86,10
597,Ferroseed,Steel,305,44,50,91,24,86,10
598,Ferrothorn,Grass,489,74,94,131,54,116,20
598,Ferrothorn,Steel,489,74,94,131,54,116,20
599,Klink,Steel,300,40,55,70,45,60,30
600,Klang,Steel,440,60,80,95,70,85,50
601,Klinklang,Steel,520,60,100,115,70,85,90
602,Tynamo,Electric,275,35,55,40,45,40,60
603,Eelektrik,Electric,405,65,85,70,75,70,40
604,Eelektross,Electric,515,85,115,80,105,80,50
605,Elgyem,Psychic,335,55,55,55,85,55,30
606,Beheeyem,Psychic,485,75,75,75,125,95,40
607,Litwick,Ghost,275,50,30,55,65,55,20
607,Litwick,Fire,275,50,30,55,65,55,20
608,Lampent,Ghost,370,60,40,60,95,60,55
608,Lampent,Fire,370,60,40,60,95,60,55
609,Chandelure,Ghost,520,60,55,90,145,90,80
609,Chandelure,Fire,520,60,55,90,145,90,80
610,Axew,Dragon,320,46,87,60,30,40,57
611,Fraxure,Dragon,410,66,117,70,40,50,67
612,Haxorus,Dragon,540,76,147,90,60,70,97
613,Cubchoo,Ice,305,55,70,40,60,40,40
614,Beartic,Ice,505,95,130,80,70,80,50
615,Cryogonal,Ice,515,80,50,50,95,135,105
616,Shelmet,Bug,305,50,40,85,40,65,25
617,Accelgor,Bug,495,80,70,40,100,60,145
618,Stunfisk,Ground,471,109,66,84,81,99,32
618,Stunfisk,Electric,471,109,66,84,81,99,32
619,Mienfoo,Fighting,350,45,85,50,55,50,65
620,Mienshao,Fighting,510,65,125,60,95,60,105
621,Druddigon,Dragon,485,77,120,90,60,90,48
622,Golett,Ground,303,59,74,50,35,50,35
622,Golett,Ghost,303,59,74,50,35,50,35
623,Golurk,Ground,483,89,124,80,55,80,55
623,Golurk,Ghost,483,89,124,80,55,80,55
624,Pawniard,Dark,340,45,85,70,40,40,60
624,Pawniard,Steel,340,45,85,70,40,40,60
625,Bisharp,Dark,490,65,125,100,60,70,70
625,Bisharp,Steel,490,65,125,100,60,70,70
626,Bouffalant,Normal,490,95,110,95,40,95,55
627,Rufflet,Normal,350,70,83,50,37,50,60
627,Rufflet,Flying,350,70,83,50,37,50,60
628,Braviary,Normal,510,100,123,75,57,75,80
628,Braviary,Flying,510,100,123,75,57,75,80
629,Vullaby,Dark,370,70,55,75,45,65,60
629,Vullaby,Flying,370,70,55,75,45,65,60
630,Mandibuzz,Dark,510,110,65,105,55,95,80
630,Mandibuzz,Flying,510,110,65,105,55,95,80
631,Heatmor,Fire,484,85,97,66,105,66,65
632,Durant,Bug,484,58,109,112,48,48,109
632,Durant,Steel,484,58,109,112,48,48,109
633,Deino,Dark,300,52,65,50,45,50,38
633,Deino,Dragon,300,52,65,50,45,50,38
634,Zweilous,Dark,420,72,85,70,65,70,58
634,Zweilous,Dragon,420,72,85,70,65,70,58
635,Hydreigon,Dark,600,92,105,90,125,90,98
635,Hydreigon,Dragon,600,92,105,90,125,90,98
636,Larvesta,Bug,360,55,85,55,50,55,60
636,Larvesta,Fire,360,55,85,55,50,55,60
637,Volcarona,Bug,550,85,60,65,135,105,100
637,Volcarona,Fire,550,85,60,65,135,105,100
638,Cobalion,Steel,580,91,90,129,90,72,108
638,Cobalion,Fighting,580,91,90,129,90,72,108
639,Terrakion,Rock,580,91,129,90,72,90,108
639,Terrakion,Fighting,580,91,129,90,72,90,108
640,Virizion,Grass,580,91,90,72,90,129,108
640,Virizion,Fighting,580,91,90,72,90,129,108
641,TornadusIncarnate Forme,Flying,580,79,115,70,125,80,111
641,TornadusTherian Forme,Flying,580,79,100,80,110,90,121
642,ThundurusIncarnate Forme,Electric,580,79,115,70,125,80,111
642,ThundurusIncarnate Forme,Flying,580,79,115,70,125,80,111
642,ThundurusTherian Forme,Electric,580,79,105,70,145,80,101
642,ThundurusTherian Forme,Flying,580,79,105,70,145,80,101
643,Reshiram,Dragon,680,100,120,100,150,120,90
643,Reshiram,Fire,680,100,120,100,150,120,90
644,Zekrom,Dragon,680,100,150,120,120,100,90
644,Zekrom,Electric,680,100,150,120,120,100,90
645,LandorusIncarnate Forme,Ground,600,89,125,90,115,80,101
645,LandorusIncarnate Forme,Flying,600,89,125,90,115,80,101
645,LandorusTherian Forme,Ground,600,89,145,90,105,80,91
645,LandorusTherian Forme,Flying,600,89,145,90,105,80,91
646,Kyurem,Dragon,660,125,130,90,130,90,95
646,Kyurem,Ice,660,125,130,90,130,90,95
646,KyuremBlack Kyurem,Dragon,700,125,170,100,120,90,95
646,KyuremBlack Kyurem,Ice,700,125,170,100,120,90,95
646,KyuremWhite Kyurem,Dragon,700,125,120,90,170,100,95
646,KyuremWhite Kyurem,Ice,700,125,120,90,170,100,95
647,KeldeoOrdinary Forme,Water,580,91,72,90,129,90,108
647,KeldeoOrdinary Forme,Fighting,580,91,72,90,129,90,108
647,KeldeoResolute Forme,Water,580,91,72,90,129,90,108
647,KeldeoResolute Forme,Fighting,580,91,72,90,129,90,108
648,MeloettaAria Forme,Normal,600,100,77,77,128,128,90
648,MeloettaAria Forme,Psychic,600,100,77,77,128,128,90
648,MeloettaPirouette Forme,Normal,600,100,128,90,77,77,128
648,MeloettaPirouette Forme,Fighting,600,100,128,90,77,77,128
649,Genesect,Bug,600,71,120,95,120,95,99
649,Genesect,Steel,600,71,120,95,120,95,99
650,Chespin,Grass,313,56,61,65,48,45,38
651,Quilladin,Grass,405,61,78,95,56,58,57
652,Chesnaught,Grass,530,88,107,122,74,75,64
652,Chesnaught,Fighting,530,88,107,122,74,75,64
653,Fennekin,Fire,307,40,45,40,62,60,60
654,Braixen,Fire,409,59,59,58,90,70,73
655,Delphox,Fire,534,75,69,72,114,100,104
655,Delphox,Psychic,534,75,69,72,114,100,104
656,Froakie,Water,314,41,56,40,62,44,71
657,Frogadier,Water,405,54,63,52,83,56,97
658,Greninja,Water,530,72,95,67,103,71,122
658,Greninja,Dark,530,72,95,67,103,71,122
658,GreninjaAsh-Greninja,Water,640,72,145,67,153,71,132
658,GreninjaAsh-Greninja,Dark,640,72,145,67,153,71,132
659,Bunnelby,Normal,237,38,36,38,32,36,57
660,Diggersby,Normal,423,85,56,77,50,77,78
660,Diggersby,Ground,423,85,56,77,50,77,78
661,Fletchling,Normal,278,45,50,43,40,38,62
661,Fletchling,Flying,278,45,50,43,40,38,62
662,Fletchinder,Fire,382,62,73,55,56,52,84
662,Fletchinder,Flying,382,62,73,55,56,52,84
663,Talonflame,Fire,499,78,81,71,74,69,126
663,Talonflame,Flying,499,78,81,71,74,69,126
664,Scatterbug,Bug,200,38,35,40,27,25,35
665,Spewpa,Bug,213,45,22,60,27,30,29
666,Vivillon,Bug,411,80,52,50,90,50,89
666,Vivillon,Flying,411,80,52,50,90,50,89
667,Litleo,Fire,369,62,50,58,73,54,72
667,Litleo,Normal,369,62,50,58,73,54,72
668,Pyroar,Fire,507,86,68,72,109,66,106
668,Pyroar,Normal,507,86,68,72,109,66,106
669,Flabébé,Fairy,303,44,38,39,61,79,42
670,Floette,Fairy,371,54,45,47,75,98,52
671,Florges,Fairy,552,78,65,68,112,154,75
672,Skiddo,Grass,350,66,65,48,62,57,52
673,Gogoat,Grass,531,123,100,62,97,81,68
674,Pancham,Fighting,348,67,82,62,46,48,43
675,Pangoro,Fighting,495,95,124,78,69,71,58
675,Pangoro,Dark,495,95,124,78,69,71,58
676,Furfrou,Normal,472,75,80,60,65,90,102
677,Espurr,Psychic,355,62,48,54,63,60,68
678,MeowsticMale,Psychic,466,74,48,76,83,81,104
678,MeowsticFemale,Psychic,466,74,48,76,83,81,104
679,Honedge,Steel,325,45,80,100,35,37,28
679,Honedge,Ghost,325,45,80,100,35,37,28
680,Doublade,Steel,448,59,110,150,45,49,35
680,Doublade,Ghost,448,59,110,150,45,49,35
681,AegislashBlade Forme,Steel,520,60,150,50,150,50,60
681,AegislashBlade Forme,Ghost,520,60,150,50,150,50,60
681,AegislashShield Forme,Steel,520,60,50,150,50,150,60
681,AegislashShield Forme,Ghost,520,60,50,150,50,150,60
682,Spritzee,Fairy,341,78,52,60,63,65,23
683,Aromatisse,Fairy,462,101,72,72,99,89,29
684,Swirlix,Fairy,341,62,48,66,59,57,49
685,Slurpuff,Fairy,480,82,80,86,85,75,72
686,Inkay,Dark,288,53,54,53,37,46,45
686,Inkay,Psychic,288,53,54,53,37,46,45
687,Malamar,Dark,482,86,92,88,68,75,73
687,Malamar,Psychic,482,86,92,88,68,75,73
688,Binacle,Rock,306,42,52,67,39,56,50
688,Binacle,Water,306,42,52,67,39,56,50
689,Barbaracle,Rock,500,72,105,115,54,86,68
689,Barbaracle,Water,500,72,105,115,54,86,68
690,Skrelp,Poison,320,50,60,60,60,60,30
690,Skrelp,Water,320,50,60,60,60,60,30
691,Dragalge,Poison,494,65,75,90,97,123,44
691,Dragalge,Dragon,494,65,75,90,97,123,44
692,Clauncher,Water,330,50,53,62,58,63,44
693,Clawitzer,Water,500,71,73,88,120,89,59
694,Helioptile,Electric,289,44,38,33,61,43,70
694,Helioptile,Normal,289,44,38,33,61,43,70
695,Heliolisk,Electric,481,62,55,52,109,94,109
695,Heliolisk,Normal,481,62,55,52,109,94,109
696,Tyrunt,Rock,362,58,89,77,45,45,48
696,Tyrunt,Dragon,362,58,89,77,45,45,48
697,Tyrantrum,Rock,521,82,121,119,69,59,71
697,Tyrantrum,Dragon,521,82,121,119,69,59,71
698,Amaura,Rock,362,77,59,50,67,63,46
698,Amaura,Ice,362,77,59,50,67,63,46
699,Aurorus,Rock,521,123,77,72,99,92,58
699,Aurorus,Ice,521,123,77,72,99,92,58
700,Sylveon,Fairy,525,95,65,65,110,130,60
701,Hawlucha,Fighting,500,78,92,75,74,63,118
701,Hawlucha,Flying,500,78,92,75,74,63,118
702,Dedenne,Electric,431,67,58,57,81,67,101
702,Dedenne,Fairy,431,67,58,57,81,67,101
703,Carbink,Rock,500,50,50,150,50,150,50
703,Carbink,Fairy,500,50,50,150,50,150,50
704,Goomy,Dragon,300,45,50,35,55,75,40
705,Sliggoo,Dragon,452,68,75,53,83,113,60
706,Goodra,Dragon,600,90,100,70,110,150,80
707,Klefki,Steel,470,57,80,91,80,87,75
707,Klefki,Fairy,470,57,80,91,80,87,75
708,Phantump,Ghost,309,43,70,48,50,60,38
708,Phantump,Grass,309,43,70,48,50,60,38
709,Trevenant,Ghost,474,85,110,76,65,82,56
709,Trevenant,Grass,474,85,110,76,65,82,56
710,PumpkabooAverage Size,Ghost,335,49,66,70,44,55,51
710,PumpkabooAverage Size,Grass,335,49,66,70,44,55,51
710,PumpkabooSmall Size,Ghost,335,44,66,70,44,55,56
710,PumpkabooSmall Size,Grass,335,44,66,70,44,55,56
710,PumpkabooLarge Size,Ghost,335,54,66,70,44,55,46
710,PumpkabooLarge Size,Grass,335,54,66,70,44,55,46
710,PumpkabooSuper Size,Ghost,335,59,66,70,44,55,41
710,PumpkabooSuper Size,Grass,335,59,66,70,44,55,41
711,GourgeistAverage Size,Ghost,494,65,90,122,58,75,84
711,GourgeistAverage Size,Grass,494,65,90,122,58,75,84
711,GourgeistSmall Size,Ghost,494,55,85,122,58,75,99
711,GourgeistSmall Size,Grass,494,55,85,122,58,75,99
711,GourgeistLarge Size,Ghost,494,75,95,122,58,75,69
711,GourgeistLarge Size,Grass,494,75,95,122,58,75,69
711,GourgeistSuper Size,Ghost,494,85,100,122,58,75,54
711,GourgeistSuper Size,Grass,494,85,100,122,58,75,54
712,Bergmite,Ice,304,55,69,85,32,35,28
713,Avalugg,Ice,514,95,117,184,44,46,28
714,Noibat,Flying,245,40,30,35,45,40,55
714,Noibat,Dragon,245,40,30,35,45,40,55
715,Noivern,Flying,535,85,70,80,97,80,123
715,Noivern,Dragon,535,85,70,80,97,80,123
716,Xerneas,Fairy,680,126,131,95,131,98,99
717,Yveltal,Dark,680,126,131,95,131,98,99
717,Yveltal,Flying,680,126,131,95,131,98,99
718,Zygarde50% Forme,Dragon,600,108,100,121,81,95,95
718,Zygarde50% Forme,Ground,600,108,100,121,81,95,95
718,Zygarde10% Forme,Dragon,486,54,100,71,61,85,115
718,Zygarde10% Forme,Ground,486,54,100,71,61,85,115
718,ZygardeComplete Forme,Dragon,708,216,100,121,91,95,85
718,ZygardeComplete Forme,Ground,708,216,100,121,91,95,85
719,Diancie,Rock,600,50,100,150,100,150,50
719,Diancie,Fairy,600,50,100,150,100,150,50
719,DiancieMega Diancie,Rock,700,50,160,110,160,110,110
719,DiancieMega Diancie,Fairy,700,50,160,110,160,110,110
720,HoopaHoopa Confined,Psychic,600,80,110,60,150,130,70
720,HoopaHoopa Confined,Ghost,600,80,110,60,150,130,70
720,HoopaHoopa Unbound,Psychic,680,80,160,60,170,130,80
720,HoopaHoopa Unbound,Dark,680,80,160,60,170,130,80
721,Volcanion,Fire,600,80,110,120,130,90,70
721,Volcanion,Water,600,80,110,120,130,90,70
722,Rowlet,Grass,320,68,55,55,50,50,42
722,Rowlet,Flying,320,68,55,55,50,50,42
723,Dartrix,Grass,420,78,75,75,70,70,52
723,Dartrix,Flying,420,78,75,75,70,70,52
724,Decidueye,Grass,530,78,107,75,100,100,70
724,Decidueye,Ghost,530,78,107,75,100,100,70
725,Litten,Fire,320,45,65,40,60,40,70
726,Torracat,Fire,420,65,85,50,80,50,90
727,Incineroar,Fire,530,95,115,90,80,90,60
727,Incineroar,Dark,530,95,115,90,80,90,60
728,Popplio,Water,320,50,54,54,66,56,40
729,Brionne,Water,420,60,69,69,91,81,50
730,Primarina,Water,530,80,74,74,126,116,60
730,Primarina,Fairy,530,80,74,74,126,116,60
731,Pikipek,Normal,265,35,75,30,30,30,65
731,Pikipek,Flying,265,35,75,30,30,30,65
732,Trumbeak,Normal,355,55,85,50,40,50,75
732,Trumbeak,Flying,355,55,85,50,40,50,75
733,Toucannon,Normal,485,80,120,75,75,75,60
733,Toucannon,Flying,485,80,120,75,75,75,60
734,Yungoos,Normal,253,48,70,30,30,30,45
735,Gumshoos,Normal,418,88,110,60,55,60,45
736,Grubbin,Bug,300,47,62,45,55,45,46
737,Charjabug,Bug,400,57,82,95,55,75,36
737,Charjabug,Electric,400,57,82,95,55,75,36
738,Vikavolt,Bug,500,77,70,90,145,75,43
738,Vikavolt,Electric,500,77,70,90,145,75,43
739,Crabrawler,Fighting,338,47,82,57,42,47,63
740,Crabominable,Fighting,478,97,132,77,62,67,43
740,Crabominable,Ice,478,97,132,77,62,67,43
741,OricorioBaile Style,Fire,476,75,70,70,98,70,93
741,OricorioBaile Style,Flying,476,75,70,70,98,70,93
741,OricorioPom-Pom Style,Electric,476,75,70,70,98,70,93
741,OricorioPom-Pom Style,Flying,476,75,70,70,98,70,93
741,OricorioPa'u Style,Psychic,476,75,70,70,98,70,93
741,OricorioPa'u Style,Flying,476,75,70,70,98,70,93
741,OricorioSensu Style,Ghost,476,75,70,70,98,70,93
741,OricorioSensu Style,Flying,476,75,70,70,98,70,93
742,Cutiefly,Bug,304,40,45,40,55,40,84
742,Cutiefly,Fairy,304,40,45,40,55,40,84
743,Ribombee,Bug,464,60,55,60,95,70,124
743,Ribombee,Fairy,464,60,55,60,95,70,124
744,Rockruff,Rock,280,45,65,40,30,40,60
744,RockruffOwn Tempo Rockruff,Rock,280,45,65,40,30,40,60
745,LycanrocMidday Form,Rock,487,75,115,65,55,65,112
745,LycanrocMidnight Form,Rock,487,85,115,75,55,75,82
745,LycanrocDusk Form,Rock,487,75,117,65,55,65,110
746,WishiwashiSolo Form,Water,175,45,20,20,25,25,40
746,WishiwashiSchool Form,Water,620,45,140,130,140,135,30
747,Mareanie,Poison,305,50,53,62,43,52,45
747,Mareanie,Water,305,50,53,62,43,52,45
748,Toxapex,Poison,495,50,63,152,53,142,35
748,Toxapex,Water,495,50,63,152,53,142,35
749,Mudbray,Ground,385,70,100,70,45,55,45
750,Mudsdale,Ground,500,100,125,100,55,85,35
751,Dewpider,Water,269,38,40,52,40,72,27
751,Dewpider,Bug,269,38,40,52,40,72,27
752,Araquanid,Water,454,68,70,92,50,132,42
752,Araquanid,Bug,454,68,70,92,50,132,42
753,Fomantis,Grass,250,40,55,35,50,35,35
754,Lurantis,Grass,480,70,105,90,80,90,45
755,Morelull,Grass,285,40,35,55,65,75,15
755,Morelull,Fairy,285,40,35,55,65,75,15
756,Shiinotic,Grass,405,60,45,80,90,100,30
756,Shiinotic,Fairy,405,60,45,80,90,100,30
757,Salandit,Poison,320,48,44,40,71,40,77
757,Salandit,Fire,320,48,44,40,71,40,77
758,Salazzle,Poison,480,68,64,60,111,60,117
758,Salazzle,Fire,480,68,64,60,111,60,117
759,Stufful,Normal,340,70,75,50,45,50,50
759,Stufful,Fighting,340,70,75,50,45,50,50
760,Bewear,Normal,500,120,125,80,55,60,60
760,Bewear,Fighting,500,120,125,80,55,60,60
761,Bounsweet,Grass,210,42,30,38,30,38,32
762,Steenee,Grass,290,52,40,48,40,48,62
763,Tsareena,Grass,510,72,120,98,50,98,72
764,Comfey,Fairy,485,51,52,90,82,110,100
765,Oranguru,Normal,490,90,60,80,90,110,60
765,Oranguru,Psychic,490,90,60,80,90,110,60
766,Passimian,Fighting,490,100,120,90,40,60,80
767,Wimpod,Bug,230,25,35,40,20,30,80
767,Wimpod,Water,230,25,35,40,20,30,80
768,Golisopod,Bug,530,75,125,140,60,90,40
768,Golisopod,Water,530,75,125,140,60,90,40
769,Sandygast,Ghost,320,55,55,80,70,45,15
769,Sandygast,Ground,320,55,55,80,70,45,15
770,Palossand,Ghost,480,85,75,110,100,75,35
770,Palossand,Ground,480,85,75,110,100,75,35
771,Pyukumuku,Water,410,55,60,130,30,130,5
772,Type: Null,Normal,534,95,95,95,95,95,59
773,Silvally,Normal,570,95,95,95,95,95,95
774,MiniorMeteor Form,Rock,440,60,60,100,60,100,60
774,MiniorMeteor Form,Flying,440,60,60,100,60,100,60
774,MiniorCore Form,Rock,500,60,100,60,100,60,120
774,MiniorCore Form,Flying,500,60,100,60,100,60,120
775,Komala,Normal,480,65,115,65,75,95,65
776,Turtonator,Fire,485,60,78,135,91,85,36
776,Turtonator,Dragon,485,60,78,135,91,85,36
777,Togedemaru,Electric,435,65,98,63,40,73,96
777,Togedemaru,Steel,435,65,98,63,40,73,96
778,Mimikyu,Ghost,476,55,90,80,50,105,96
778,Mimikyu,Fairy,476,55,90,80,50,105,96
779,Bruxish,Water,475,68,105,70,70,70,92
779,Bruxish,Psychic,475,68,105,70,70,70,92
780,Drampa,Normal,485,78,60,85,135,91,36
780,Drampa,Dragon,485,78,60,85,135,91,36
781,Dhelmise,Ghost,517,70,131,100,86,90,40
781,Dhelmise,Grass,517,70,131,100,86,90,40
782,Jangmo-o,Dragon,300,45,55,65,45,45,45
783,Hakamo-o,Dragon,420,55,75,90,65,70,65
783,Hakamo-o,Fighting,420,55,75,90,65,70,65
784,Kommo-o,Dragon,600,75,110,125,100,105,85
784,Kommo-o,Fighting,600,75,110,125,100,105,85
785,Tapu Koko,Electric,570,70,115,85,95,75,130
785,Tapu Koko,Fairy,570,70,115,85,95,75,130
786,Tapu Lele,Psychic,570,70,85,75,130,115,95
786,Tapu Lele,Fairy,570,70,85,75,130,115,95
787,Tapu Bulu,Grass,570,70,130,115,85,95,75
787,Tapu Bulu,Fairy,570,70,130,115,85,95,75
788,Tapu Fini,Water,570,70,75,115,95,130,85
788,Tapu Fini,Fairy,570,70,75,115,95,130,85
789,Cosmog,Psychic,200,43,29,31,29,31,37
790,Cosmoem,Psychic,400,43,29,131,29,131,37
791,Solgaleo,Psychic,680,137,137,107,113,89,97
791,Solgaleo,Steel,680,137,137,107,113,89,97
792,Lunala,Psychic,680,137,113,89,137,107,97
792,Lunala,Ghost,680,137,113,89,137,107,97
793,Nihilego,Rock,570,109,53,47,127,131,103
793,Nihilego,Poison,570,109,53,47,127,131,103
794,Buzzwole,Bug,570,107,139,139,53,53,79
794,Buzzwole,Fighting,570,107,139,139,53,53,79
795,Pheromosa,Bug,570,71,137,37,137,37,151
795,Pheromosa,Fighting,570,71,137,37,137,37,151
796,Xurkitree,Electric,570,83,89,71,173,71,83
797,Celesteela,Steel,570,97,101,103,107,101,61
797,Celesteela,Flying,570,97,101,103,107,101,61
798,Kartana,Grass,570,59,181,131,59,31,109
798,Kartana,Steel,570,59,181,131,59,31,109
799,Guzzlord,Dark,570,223,101,53,97,53,43
799,Guzzlord,Dragon,570,223,101,53,97,53,43
800,Necrozma,Psychic,600,97,107,101,127,89,79
800,NecrozmaDusk Mane Necrozma,Psychic,680,97,157,127,113,109,77
800,NecrozmaDusk Mane Necrozma,Steel,680,97,157,127,113,109,77
800,NecrozmaDawn Wings Necrozma,Psychic,680,97,113,109,157,127,77
800,NecrozmaDawn Wings Necrozma,Ghost,680,97,113,109,157,127,77
800,NecrozmaUltra Necrozma,Psychic,754,97,167,97,167,97,129
800,NecrozmaUltra Necrozma,Dragon,754,97,167,97,167,97,129
801,Magearna,Steel,600,80,95,115,130,115,65
801,Magearna,Fairy,600,80,95,115,130,115,65
802,Marshadow,Fighting,600,90,125,80,90,90,125
802,Marshadow,Ghost,600,90,125,80,90,90,125
803,Poipole,Poison,420,67,73,67,73,67,73
804,Naganadel,Poison,540,73,73,73,127,73,121
804,Naganadel,Dragon,540,73,73,73,127,73,121
805,Stakataka,Rock,570,61,131,211,53,101,13
805,Stakataka,Steel,570,61,131,211,53,101,13
806,Blacephalon,Fire,570,53,127,53,151,79,107
806,Blacephalon,Ghost,570,53,127,53,151,79,107
807,Zeraora,Electric,600,88,112,75,102,80,143
808,Meltan,Steel,300,46,65,65,55,35,34
809,Melmetal,Steel,600,135,143,143,80,65,34
